expected semantic name,input,correct/incorrect,not_correct_segment,correct_segment_v2,correct_segment_v3,no_idx_in_semantic
สอบถามรหัส,ขอกู้คืนรหัส atm ยังไง,yes,ขอ กู้ คืน รหัส atm ยังไง,ขอกู้ คืน รหัส atm ยังไง,ขอกู้ คืน รหัส atm ยังไง,1
ลืมรหัส,กดเงินไม่ได้ลืมรหัส ขอรหัสด้วน !!!,yes,กด เงิน ไม่ได้ ลืม รหัส ขอ รหัส ด้วน !!!,กดเงิน ไม่ได้ ลืม รหัส ขอ รหัส ด้วน !!!,กดเงิน ไม่ได้ ลืม รหัส ขอ รหัส ด้วน !!!,1
ขอรหัสใหม่,ผมลืมรหัสผ่าน สามารถขอรหัสใหม่ยังไง,yes,ผม ลืม รหัสผ่าน สามารถ ขอ รหัส ใหม่ ยังไง,ผม ลืม รหัสผ่าน สามารถ ขอ รหัส ใหม่ ยังไง,ผม ลืม รหัสผ่าน สามารถ ขอ รหัส ใหม่ ยังไง,1
ขอรหัสผ่าน,ต้องการกู้คืนรหัสผ่าน,no,ต้องการ กู้ คืน รหัสผ่าน,ต้องการกู้ คืน รหัสผ่าน,ต้องการกู้ คืน รหัสผ่าน,1
ลืม account,username จำไม่ได้ทำไง,yes,username จำไม่ได้ ทำไง,username จำไม่ได้ ทำไง,username จำไม่ได้ ทำไง,1
ขอรหัสประจำตัว,ขอกู้คืน username หน่อยครับ,no,ขอ กู้ คืน username หน่อย ครับ,ขอกู้ คืน username หน่อย ครับ,ขอกู้ คืน username หน่อย ครับ,1
ลืม username,i forgot username to login web online . could you please help me to solve this ?,yes,i forgot username to login web online . could you please help me to solve this ?,i forgot username to login web online . could you please help me to solve this ?,i forgot username to login web online . could you please help me to solve this ?,1
สอบถามเวลาปิดรับ cheque,ธนาคาร เปิด ปิดรับเชคเคลียริ่งกี่โมง,yes,ธนาคาร เปิด ปิด รับ เชค เคลียริ่ง กี่โมง,ธนาคาร เปิด ปิด รับ เช็ค เคลียริ่ง กี่โมง,ธนาคาร เปิด ปิด รับ เช็ค เคลียริ่ง กี่โมง,1
บัญชีไม่มีการเคลื่อนไหว,ไม่ได้ทำธุรกรรมมา 2 ปี บัญชียังปกติอยู่มั้ย,yes,ไม่ได้ ทำ ธุรกรรม มา 2 ปี บัญชี ยัง ปกติ อยู่ ม ั ้ ย,ไม่ได้ ทำ ธุรกรรม มา 2 ปี บัญชี ยัง ปกติ อยู่ ไหม,ไม่ได้ ทำ ธุรกรรม มา 2 ปี บัญชี ยัง ปกติ อยู่ ไหม,1
สอบถามสถานะบัญชี,เงินบัญชีที่ไม่ได้ใช้นานๆ ยังใช้ได้อยู่มั้ย,no,เงิน บัญชี ที่ ไม่ได้ ใช้ นาน ๆ ยัง ใช้ได้ อยู่ ม ั ้ ย,เงิน บัญชี ที่ ไม่ได้ ใช้ นาน ๆ ยัง ใช้ได้ อยู่ ไหม,เงิน บัญชี ที่ ไม่ได้ ใช้ นาน ๆ ยัง ใช้ได้ อยู่ ไหม,1
ปลด lock account,อยากให้แก้บันชีจาก inactive มาปกติ ทำไง,no,อยาก ให้ แก้ บัน ชี จาก inactive มา ปกติ ทำไง,อยากให้ แก้ บัญชี จาก inactive มา ปกติ ทำไง,อยากให้ แก้ บัญชี จาก inactive มา ปกติ ทำไง,1
สอบถามคุณสมบัติผู้สมัคร,อายุ 29 สมัครประกันชีวิตได้มั้ย,yes,อายุ ## สมัคร ประกันชีวิต ได้ ม ั ้ ย,อายุ ## สมัคร ประกันชีวิต ได้ไหม,อายุ ## สมัคร ประกันชีวิต ได้ไหม,1
ข้อมูลผลิตภัณฑ์ประเภทประกัน,ต้องตรวจสุขภาพมั้ย ถ้าจะทำประกัน,yes,ต้อง ตรวจ สุขภาพ ม ั ้ ย ถ้า จะทำ ประกัน,ต้อง ตรวจ สุขภาพ ไหม ถ้า จะทำ ประกัน,ต้อง ตรวจ สุขภาพ ไหม ถ้า จะทำ ประกัน,1
